,id,text,label,jav
1211,1211,"Kemudian padha GP Jepang 2008, Buemi ngemudiaken mobil medis FIA sasampunipun sopir regular Dr Jacques Tropenat nglampahi prekawis ing pamirenganipun. ","Kemudian pada GP Jepang 2008, Buemi mengemudikan mobil medis FIA setelah sopir regular Dr Jacques Tropenat mengalami masalah pada pendengarannya. ","Kajaba iku, GP 2008 GP, mobil medis Buemi Nikusia sawise driver biasa Dr Jacques Tropéat kanggo ngenteni nang endi wae."
1212,1212,Penerbangan internasional pertama dilakokaké nalika 1947 tumuju Athena annanging iku ARUPA 40 taun Kang MBIèN SAKDURUNGé perkenalan penerbangan jarak adoh tumuju Timur Jauh lan trans-Atlantik. ,Penerbangan internasional pertama dilakukan pada 1947 menuju Athena tetapi itu merupakan 40 tahun yang lalu sebelum perkenalan penerbangan jarak jauh menuju Timur Jauh dan trans-Atlantik. ,"Penerbangan internasional pisanan digawa ing taun 1947 menyang Athena, 40 taun kanggo penerbangan jarak dawa kanggo penerbangan lan penerbangan trans-Atlantik."
1213,1213,"Ndèk taun 1993, Iyeth pindah ana ing Jakarta, lan nglekasi ndhik donya musik lan ngethokné album Pop Melayu '40-'60 léwat label JK Record. ","Pada tahun 1993, Iyeth pindah ke Jakarta, dan memulai di dunia musik dengan mulai menerbitkan album Pop Melayu '40-'60 melalui label JK Record. ","Mengko taun 1993, Iyyeth Gear ana ing Jakarta, lan slide geser ing jagad iki lan ngethok label pop sing populer '40 -'60 jk."
1214,1214,Kabupatèn Tapanuli Utara ,Tapanuli Utara ,Kabupaten Tapanuli Utara
1215,1215,"Corolla Levin tau dadi juwara Press on Regardless Rally ing Amérika, lan 1000 Lakes Rally ing Finlandia. ","Corolla Levin menjuarai Press on Regardless Rally di Amerika, dan 1000 Lakes Rally di Finlandia. ","Levin Corolla wis dadi koran preduli saka American Rally, lan 1000 tlaga Rally ing Finlandia."
1216,1216,"Wiwit 1980-an, sapérangan tuntutan ukum wus diajokaké marang perusahaan-perusahaan kang mprodhuksi Agen Oranye, ing antarané ya iku Dow Chemical, Monsanto lan Diamond Shamrock (ngasilaké mung 5% ). ","Sejak 1980-an, sejumlah tuntutan hukum telah diajukan terhadap perusahaan-perusahaan yang memproduksi Agen Oranye, di antaranya adalah Dow Chemical, Monsanto dan Diamond Shamrock (menghasilkan hanya 5%). ","Wiwit taun 1980-an, pirang-pirang tuntutan sing dikandhani supaya agen oranye, kalebu bahan kimia, Monsanto lan Shamrock berlian (ngasilake mung 5%)."
1217,1217,Ibis-sendok afrika (Platalea alba): Berbiak ing Afrika lan Madagaskar. ,Ibis-sendok afrika (Platalea alba): Berbiak di Afrika dan Madagaskar. ,Ibis-sendok Afrika (platinal alba): seneng ing Afrika lan Madagascar.
1218,1218,"Endemik ing Sungai Kapuas, Kalimantan Barat. ","Endemik di Sungai Kapuas, Kalimantan Barat. ","Endemik ing Kali Kapuas, Kalimantan Barat."
1219,1219,Akèh rubeda rintangan teknis program iki kabukti ora gampang ditangani lan rudal iki ditarik saka layanan lapangan taun 1964. ,Banyak rintangan teknis program ini terbukti terlalu sulit untuk diatasi dan rudal tersebut ditarik dari layanan lapangan dengan 1964. ,Akeh registrasi program teknis wis kabukten gampang digunakake lan pluru kasebut dijupuk saka lapangan 1964.
1220,1220,"Hipotesis iki dikonfirmasi taun 1957 nalika para paneliti kang bekerja ing program panelitèn global yaitu International Geophysical Year, njupuk sampel atmosfer saka pucuk gunung Mauna Loa ing Hawai. ","Hipotesis ini dikonfirmasi tahun 1957 ketika para peneliti yang bekerja pada program penelitian global yaitu International Geophysical Year, mengambil sampel atmosfer dari puncak gunung Mauna Loa di Hawai. ","Hipotesis dikonfirmasi ing taun 1957 nalika para peneliti nggarap program pamirsa global Geofister Geofister, njupuk conto swasana ing preinan."
1221,1221,"Ing wulan Maret, Komite Pusat PCRM menominasikan Voronin dados calon présidhèn ing sidang pleno. ","Pada bulan Maret, Komite Pusat PCRM menominasikan Voronin sebagai calon presiden pada sidang pleno. ","Ing wulan Maret, Komite Pusat PcRM minangka calon vononin ing pedhang pleno."
1222,1222,"Grojogan Bandeira, cedhak Atsabe Grojogan Abbey Grojogan Adyanpara Grojogan Agaya Gangai Grojogan Aruvikkuzhy Grojogan Aruvikkuzhi Grojogan Athirappilly Grojogan Balmuri Falls Grojogan Bandaje-Arbi Grojogan Barkana Grojogan Burude Falls Grojogan Catherine Chachai Grojogan Chitrakoot Grojogan Chunchanakatte Grojogan Chunchi Grojogan Dhuandhar Grojogan Dondole Grojogan Dudhsagar Grojogan Duduma Grojogan Gersoppa Grojogan Godchinamalaki Grojogan Gokak Grojogan Hebbe Grojogan Hogenakal Grojogan Irupu Grojogan Jog Grojogan Jogni Grojogan Jonha Grojogan Lodh Grojogan Pykara Grojogan Rajdari Grojogan Rourkela Grojogan Kallatti Grojogan Kiliyur Grojogan Kutralam Grojogan Kutladampatti Grojogan Magod Grojogan Marleshwar Grojogan Manikyandhara Grojogan Meenmutty Grojogan Meenvallam Grojogan Mawsmai Grojogan Mutyalamaduvu Grojogan Nagalapuram Grojogan Nohkalikai Grojogan Sivanasamudram Grojogan Shimsha Satoddi Grojogan Thoseghar Grojogan Thalaiyar Grojogan Thoovanam Unchalli (Lushington) Grojogan Vajrai Grojogan Varapoha Grojogan Vazhachal Grojogan Vibhooti Grojogan Watehalla Grojogan Yedamuri Grojogan Bantimurung Grojogan Bhedaghat Grojogan Curug Cilember Curug Cipendok Curug Nangka Curug Cimahi Curug Citambur Curug Sewu Grojogan Coban Rondo Curug Gentong Curug Cikaso Curup Tenang Grojogan Sewu Grojogan Gitgit Grojogan Jumog Grojogan Jarakan Grojogan Madakaripura Grojogan Moramo Grojogan Sendang Gila Grojogan Sipisopiso Grojogan Sedudo Grojogan Sigura-gura Grojogan Lembah Anai Grojogan Payakumbuh Grojogan Abshar Doughoolo Grojogan Atashgah Grojogan Bahram Beigy Grojogan Bisheh Grojogan Boll Grojogan Ganjnameh Grojogan Golestan Grojogan Lar Grojogan Margoon Grojogan Masoule Grojogan Semirom Grojogan Shadan Grojogan Shalmash Grojogan Shekarab Grojogan Fukuroda - 120 mèter Grojogan Hannoki - grojogan sing dhuwur dhéwé ing Jepang, 497 mèter; namung mili saka April to July. ",Berikut ini sebagian dari tokoh-tokoh seni dan budaya Indonesia Aom Kusman Ateng Benyamin Suaeb Bing Slamet Djalal Eddy Sud Iskak Iwel Wel S. Bagio Taufik Savalas Trubus Dono Kasino Indro Doyok Kadir Bolot Jojon Yati Pesek Tarzan Dorce Akri Eko Patrio Parto Sule Andre Taulany Azis Gagap Nunung Raditya Dika Olga Syahputra Raffi Ahmad Jessica Iskandar Oppie Kumis Arief Muhammad Melaney Ricardo Kartika Putri Gading Marten Bimantara Budiman Luna Maya Basuki Butet Kartaredjasa Narji Kiwil Komeng Adul Alit Susanto Yadi Sembako Pepeng Tora Sudiro Uya Kuya Tarno Andhika Pratama A.D. Pirous Abdullah Suriosubroto Affandi Agus Kamal Asri Nugroho Barli Sasmitawinata Basuki Abdullah Batara Lubis Chusin Setiadikara Darma Lungit Delsy Syamsumar Dirot Kadirah Dullah Faray Ahmad Syafaat Hendra Gunawan Henk Ngantung I Gusti Nengah Nurata I. B. Said I GAK Murniasih I Ketut Soki Itji Tarmizi Kartika Affandi Lee Man Fong Mariorossen Muhammad Faisal Muslim Saleh Nasjah Djamin Nashar Odji Lirungan Pirngadie Raden Saleh Rusli S.Sudjojono Sodikun Assedangi Srihadi Soedarsono Sudarso Syayidin Taufan St Tio Tjay Wahdi Wakidi Lucia Hartini Seno Wahyu Sampurno M.Ruslan Dendy M.Ruslan Joko Tri Sabdo Dolorosa Sinaga Edhi Sunarso Gregorius Sidharta I Nyoman Alim Mustapha I Nyoman Nuarta Atiqah Hasiholan Ario Bayu Anjasmara Agnes Monica Dude Herlino Nikita Willy Rieke Diah Pitaloka Atalarik Syah Rezky Aditya Asmirandah Citra Kirana Cinta Laura Joe Taslim Iko Uwais Aly Syarief Laura Basuki Widyawati Christine Hakim Dian Sastrowardoyo Eva Arnasz Fifi Young Nurul Arifin Emir Mahira Sophan Sophiaan Titi Kamal Tora Sudiro Sawung Jabo A. Riyanto Acil Bimbo Ahmad Dhani Amir Pasaribu Ananda Sukarlan Andjar Any Annie Landouw Asep Hidayat Benny Mustapha Bill Saragih Bintang Sudibyo Bubi Chen Charles Hutagalung Dewa Budjana Dwiki Dharmawan Ebiet G. Ade Erwin Gutawa Franky Sahilatua Gatot Sunyoto Guruh Soekarnoputra Harry Roeslie Idang Rasjidi Idris Sardi Ireng Maulana Ismail Marzuki Iwan Fals Jaka Bimbo Karmila Warouw Kiboud Maulana Kris Biantoro Liberty Manik Maylaffayza Wiguna Mochtar Embut Murry Koes Plus Nortier Simanungkalit Panjaitan Bersaudara Pranajaya Purwacaraka Reynold Panggabean Rhoma Irama Rinto Harahap Rose Pandanwangi Said Effendi Sam Bimbo Tantowi Yahya Tonny Koeswoyo Waldjinah WR Soepratman Yok Koeswoyo Gatot Danar Vino Ade Santeria Bagong Kussudiardjo Boy G. Sakti Deddy Luthan Didik Nini Thowok Ery Mefri Osman Gumanti Retno Maruti Rusdi Rukmarata Sardono W. Kusumo Swasthi Widjaja Bandem Aditya Ardi N Chairil Anwar Cucuk Espe Sutardji Calzoum Bachri Taufiq Ismail Widji Thukul WS Rendra Sapardi Djoko Damono Sindi Violinda M Aan Mansyur Goenawan Mohammad Kiki Sulistyo Riskhi Nana Susanti Muhammad De Putra Tony Lesmana L.K Ara Fikar W. Eda Sulaiman Juned Norman Erikson Pasaribu Raudal Tanjung Banua Mugya Syahreza Santosa Doddi Ahmad Fauji Rudi Fahrizal Putra Agnes Monica Ahmad Albar Andi Meriem Matalatta Anggun C. Sasmi Arman Maulana Bob Tutupoly Broery Marantika Christine Panjaitan Chrisye Cynthia Maramis Dewi Yul Diana Nasution Doel Sumbang Elly Kasim Emilia Contessa Fariz RM Fatin Shidqia Hetty Koes Endang Iin Parlina Inul Daratista Krisdayanti Koes Hendratmo Lilis Suryani Mansyur S Meggy Z Melly Goeslaw Muchsin Alatas Rachmat Kartolo Rita Butar-butar Ruth Sahanaya Sherina Munaf Sundari Sukoco Syaharani Tetty Kadi Titiek Puspa Titiek Sandhora Titik Dwi Jayati Vino Ade Santeria Anne Avantie Barli Asmara Ghea Panggabean Itang Yunasz Ivan Gunawan Iwan Tirta Hengky Kawilarang Non Kawilarang Oscar Lawalata Ramli Samuel Wattimena Tex Saverio Thomas Sigar Andi Akbar Muzfa Alam Surawidjaja Ami Prijono Anjar Asmara Arifin C. Noer Arizal Asrul Sani Awaludin D. Djajakusuma Dasri Yacob Deddy Mizwar Djamaludin Malik Edwin Franklin Darmadi Fred Young Garin Nugroho Hanung Bramantyo Hasmanan Ida Farida Imam Putra Piliang Ismail Sofyan Sani Jajang C. Noer Jo An Djan John de Rantau Jopijaya Burnama Joshua Pandelaki Joshua Wong Lie Soen Bok Lukman Hakim Nain mariorossen Misbach Yusa Biran Nan Achnas Nasri Cheppy Nawi Ismail Nico Pelamonia Othniel Wong Pitrajaya Burnama Riri Riza Rizal Mantovani Rudi Soedjarwo Rustam Sutan Palindih Salman Aristo Tan Tjoei Hock Teguh Karya Upi Avianto Usmar Ismail Vania Christy R - Teater Wim Umboh * Andi Amrullah Agus Djaya Andi Riyanto Arian Arifin a.k.a Arian 13 Charlotte Soetisno D. Poesponegoro Chendra Panatan Deddy Damhudi Djoko Pekik Iravati Soediarso Ivan Taslimson Jasir Syam Jaya Suprana Kunang Andries Mariorossen Mora Nassukha Otto Djaya Popo Iskandar Pranawengrum Riann Pelor Sal Murgiyanto Sindi Violinda Slamet Abdul Syukur Srihadi Sunaryo Joyopuspito Victor Ganap Daftar sastrawan Indonesia Daftar artis Indonesia ,"Grojogan Bandeira, cedhak Atsabe Grojogan Abbey Grojogan Adyanpara Grojogan Agaya Gangai Grojogan Aruvikkuzhy Grojogan Aruvikkuzhi Grojogan Athirappilly Grojogan Balmuri Falls Grojogan Bandaje-Arbi Grojogan Barkana Grojogan Burude Falls Grojogan Catherine Chachai Grojogan Chitrakoot Grojogan Chunchanakatte Grojogan Chunchi Grojogan Dhuandhar Grojogan Dondole Grojogan Dudhsagar Grojogan Duduma Grojogan Gersoppa Grojogan Godchinamalaki Grojogan Gokak Grojogan Hebbe Grojogan Hogenakal Grojogan Irupu Grojogan Jog Grojogan Jogni Grojogan Jonha Grojogan Lodh Grojogan Pykara Grojogan Rajdari Grojogan Rourkela Grojogan Kallatti Grojogan Kiliyur Grojogan Kutralam Grojogan Kutladampatti Grojogan Magod Grojogan Marleshwar Grojogan Manikyandhara Grojogan Meenmutty Grojogan Meenvallam Grojogan Mawsmai Grojogan Mutyalamaduvu Grojogan Nagalapuram Grojogan Nohkalikai Grojogan Sivanasamudram tiba Shimsha Satoddi Sakit Tlagajagon Dolliigar Thalaiyar Tlalaiyar Vajrai Grojogan Varapoha Grojogan Vazhachal Grojogan Vibhooti Grojogan Watehalla Grojogan Yedamuri Grojogan Bantimurung Grojogan Bhedaghat Grojogan Curug Cilember Curug Cipendok Curug Nangka Curug Cimahi Curug Citambur Curug Sewu Grojogan Coban Rondo Curug Gentong Curug Cikaso Curup Tenang Grojogan Sewu Grojogan Gitgit Grojogan Jumog Grojogan Jarakan Grojogan Madakaripura Grojogan Moramo Grojogan Sipisokopo kek sipitoso ubat jatuh Bahragan bahragan bahragan bahragan bahragan shalmash shalmash fall - air terjun 120 meter hannoko - grojogan dhuwur Jepang, 497 Meter; Mung aliran saka April nganti Juli."
1223,1223,"Arnada wiwit seneng ing jurnalisme, mligi fotografi, sawisé nonton filem Roger Spottiswoode, Under Fire, kang nyritakake pengalaman wartawan Amérika nalika ngliput Revolusi Nikaragua. ","Ia mulai tertarik pada jurnalisme, khususnya fotografi, setelah menonton film Roger Spottiswoode, Under Fire, yang mengisahkan tentang pengalaman seorang wartawan Amerika saat meliput Revolusi Nikaragua. ","Arnada wiwit nikmati jurnalisme, utamane fotografi, ngalami geni Spottiswood Roger, sing nuduhake pengalaman wartawan Amerika ing rapat Revolusi Nicaragua."
1224,1224,"Claude Cohen-Tannoudji miyos nalika taun 1933 wonten ing Constantine, Aljazair. ","Claude Cohen-Tannoudji lahir pada 1933 di Constantine, Aljazair. ","Claude Cohen-Tannudeji lair ing taun 1933 ing Constantine, Algeria."
1225,1225,"Sadèrèngipun abad ke-20, suku Toraja dumunung ing désa-désa otonom. ","Sebelum abad ke-20, suku Toraja tinggal di desa-desa otonom. ","Sawise abad kaping-20, suku Toraja ana ing desa Otonomy."
1226,1226,"Nalika taun 1304 dhèwèké diangkat dadi Dazai no Sochi (kepala kantor Dazaifu), kang ndadèkaké diundang Sochinomiya. ","Pada tahun 1304 diangkat sebagai Dazai no Sochi (kepala kantor Dazaifu), sehingga dipanggil Sochinomiya. ","Ing taun 1304, dheweke ditetepake Dazai Ora Sochi (kepala kantor Dazaifa), sing nggawe sochomyomiya kaya ngono."
1227,1227,"Wonten ing taun 1970-an lan 1980-an, Packard minangka penasihat utama Gedung Putih babagan pengadaan lan pengelolaan pertahanan. ","Pada tahun '70-an dan '80-an, Packard adalah penasihat utama Gedung Putih dalam pengadaan dan pengelolaan pertahanan. ","Ing taun 1970-an lan 1980-an, Packard minangka penasehat Putih Gedung ing Panyagalan lan Pertahanan Manajemen."
1228,1228,"Profesor wanita ingkang sami kala wingi inggih nyawiji lan sesarengan tumuju bar Soseol (""Novèl""). ","Profesor perempuan sama bergabung dengan mereka dan mereka berempat pergi ke bar Soseol (harfiah: ""Novel""). ","Profesor wanita sing padha dicampur lan nganggo sosisol (""novel"")."
1229,1229,"Helen nyerat, ""Kula éling dinten ingkang paling wigatos salebeting gesang kula inggih punika nalika guru kula, Anne Mansfield Sullivan, dugi dhumateng kula."" ","Helen menulis, ""Saya ingat hari yang terpenting di dalam seluruh hidup saya adalah saat guru saya, Anne Mansfield Sullivan, datang pada saya."" ","Helen nulis, ""Aku kelingan dina sing paling penting ing uripku nalika gurune, Anne Mansfield Sullivan, dakkandhani."""
1230,1230,"Kutha iki diyasa taun 1895, nanging ora diakoni kanthi resmi tekan tanggal 29 September 1908, déning Présidhèn Rafael Reyes Prieto. ","Kota ini didirikan pada tahun 1895, namun tak diakui secara resmi hingga tanggal 29 September 1908, oleh Presiden Rafael Reyes Prieto. ","Kutha iki dipercaya ing taun 1895, nanging ora dikenali tanggal 29 September 1908, miturut préside Rafael Reyes Prieto."
1231,1231,"Dhèwèké ngonfirmasi asil awal mawa paralaks 0,783 ± 0,005″. ","Ia mengonfirmasi hasil awal dengan paralaks 0,783 ± 0,005″. ","Dheweke ngonfirmasi asil awal kanthi paralaks 0.783 ± 0,005 ""."
1232,1232,Pungkasané Pak Surya intensif nggolèki Purnama. ,Akhirnya Pak Surya intensif mencari Purnama. ,Pungkasane Pak Surya nggoleki rembulan.
1233,1233,"Karya terjemahanipun ingkang paling kawéntar inggih punika karangan Longfellow ""Nyanyian Hiawatha"". ","Karya terjemahannya yang paling terkenal adalah karangan Longfellow ""Nyanyian Hiawatha"". ","Karya universal paling mekanik yaiku panganan longfellow ""nyanyi Hiawatha Essays""."
1234,1234,Awal taun 2000an marga iki wis dipriksani manèh déning N.C. Zerega. ,Awal tahun 2000an marga ini telah ditinjau kembali oleh N.C. Zerega. ,Wiwitan taun 2000 kanggo n..c. Zerega.
1235,1235,"""Precious Love"" lan ""Touchdown"" uga mlebu Gaon Digital Chart, ing peringkat saka 73 lan 86. ","""Precious Love"" dan ""Touchdown"" juga memasuki Gaon Digital Chart, di peringkat 73 dan 86. ","""Katresnan terkenal"" lan ""TouchDown"" uga mlebu grafik digital Gaon, peringkat saka 73 lan 86."
1236,1236,"Masakan Okinawa punika ""dipunwiwiti saking babi lan dipunpungkasi kaliyan babi"". ","Masakan Okinawa selalu ""dimulai dari babi dan diakhiri dengan babi"". ","Masak okinawa yaiku ""miwiti karo babi lan nuding babi""."
1237,1237,Megawati uga menangaké gelar Miss Celebrity Favorit 2014 ing grand final Miss Celebrity ing balai sarbini Jakarta. ,Megawati juga meraih gelar Miss Celebrity Favorite 2014 pada grand final Miss Celebrity di balai sarbini Jakarta. ,Megawati uga menang ing Miss Celebrity 2014 Gelar ing Grand Final Final Celebrity ing Sarbini Bala Jarbini Jakarta.
1238,1238,"Wiwit taun 1973, piyambakipun dados Profesor Mikrobiologi American Cancer. ","Sejak 1973, ia menjadi Profesor Mikrobiologi American Cancer. ","Wiwit taun 1973, dheweke wis dadi profesor kanker mikrobiologis Amerika."
1239,1239,Asal-usul warna seragam kandhang klub ora jelas nanging bukti kang ana ya iku klub wis nganggo warna biru langit wiwit taun 1892 utawa sadurungé. ,"Asal usul warna seragam kandang klub tidak jelas, tetapi ada bukti bahwa klub telah menggunakan biru langit sejak 1892 atau sebelumnya. ",Asal saka warna seragam klub ora jelas nanging bukti yaiku klub kasebut kanthi langit biru ing taun 1892 utawa sadurunge.
1240,1240,Barbizon - désa Perancis ing pundi Sekolah Lukis Barbizon mapan. ,Barbizon - desa Prancis dimana Sekolah Lukis Barbizon terletak. ,Barbion - desa Prancis ing ngendi Barbion School.
1241,1241,Criminal Minds punika sebuah filem serial ingkang dipunprodhuseri perusahaan Mark Gordon Studio ingkang mèrdamèl sami kaliyan studio ABC lan CBS. ,Criminal Minds merupakan sebuah film serial yang diproduseri oleh perusahaan Mark Gordon Studio yang bekerja sama dengan studio ABC dan CBS. ,Pikiran pidana minangka file wiji sing kapenuhan perusahaan studio Mark Gordon kanthi studio lan studio lan CBS sing padha.
1242,1242,Pamuter cakram laser ingkang dipunproduksi sasampunipun pertengahan 1980 limrahipun ugi saged muter audio CD. ,Pemutar cakram laser yang diproduksi setelah pertengahan 1980 umumnya dapat juga memutar audio CD. ,Laser -based Laser sawise swara ing pertengahan -1980 uga bisa main CD CD.
1243,1243,"Miturut promotoripun, Prof Dr. Amran Halim, disertasi punika inggih disetasi ingkang sapisan ngandharaken babagan dialektologi ing Asia Tenggara. ","Menurut promotornya Prof. Dr. Amran Halim, disertasi ini merupakan disertasi pertama mengenai dialektologi di Asia Tenggara. ","Miturut promosi, Prof. Dr. Amran Halim, disertasi ditulis sing wis dingerteni babagan dialektitologi ing Asia Tenggara."
1244,1244,"Wonten 2 drama panjang ingkang mirib kaliyan kasuksesan awal, anangin kaliyan perasaan realistik ingkang tipis: Dorothea Angermann (1926) lan Vor Sonnenuntergang (1932). ","Ada 2 drama panjang yang mirip dengan kesuksesan awal, namun dengan perasaan realistik yang tipis: Dorothea Angermann (1926) dan Vor Sonnenuntergang (1932). ","Ana 2 drama sing rada kesel kanthi wiwitan pengganti, manca lan tipis: Dorothea Angermann (1926) lan Vor Sonnenner (1932)."
1245,1245,"Drama supernatural dipunsiaraken ing Setu wengi ingkang dipunsebut M6 minangka ""la trilogie du samedi"". ","Drama supernatural disiarkan pada Sabtu malam yang disebut M6 sebagai ""la trilogie du samedi"". ","Drama gaib sing dituduhake ing dina Sabtu sing diarani M6 minangka ""La Trilogie du Samedi""."
1246,1246,Ing awal beroperasi Adam Air gunakaké 2 Boeing 737 séwan. ,Pada awal beroperasi Adam Air menggunakan dua Boeing 737 sewaan. ,Adam udhara wiwitane dioperasikake ing 237 sapi.
1247,1247,Nada ka-4 lan nada ka-7 saka tangga nada diatonik musik Barat kerep ora dikenal ing enka. ,Nada ke-4 dan nada ke-7 dari tangga nada diatonik musik Barat sering tidak dikenal dalam enka. ,Nada 4 lan 7 tangga detatet asring ora dingerteni ing Enka.
1248,1248,"Hades ugi dipunsebat minangka Zeus Khthonios (""Zeus donya bawah""), ""Dia yang sunyi"", lan ""Raja para roh"". ","Dia juga disebut sebagai Zeus Khthonios (""Zeus dunia bawah""), ""Dia yang sunyi"", dan ""Raja para roh"". ","Hades uga diarani Zeus Khthonios (""Zeus World""), ""Dheweke sepi"", lan ""Raja Roh""."
1249,1249,"Citizen Kane iku filem taun 1941, dibintangi déning Orson Welles ing filem dawa pisanané. ","Citizen Kane adalah film tahun 1941, dibintangi oleh Orson Welles di film panjang pertamanya. ","Citizen Kane minangka film ing taun 1941, dibintangi Orson Welles kanggo pisanan."
1250,1250,"Piyambakipun séda tanggal 28 Januari (O.S.), 1881 amargi panggetihan paru-paru ingkang dipunsebabaken déning serangan epilepsi. ","Ia meninggal pada 28 Januari (O.S.), 1881 karena pendarahan paru-paru yang disebabkan oleh serangan epilepsi. ","Dheweke tilar donya tanggal 28 Januari (A.S.), 1881 amarga getihen lung saka serangan epilepsi."
1251,1251,Sparkling Wine kang paling misuwur ya iku Champagne saka Prancis. ,Sparkling Wine yang paling terkenal adalah Champagne dari Prancis. ,Anggur sing paling apik yaiku Sampany saka Prancis.
1252,1252,"Rancangan saking studi JET ingkang dipunrembakaken inggih punika JET2 (163 penumpang), ingkang salajengipun dados Airbus seri S.A1/2/3, sakderenge maingi asma A320 ing wanci punika peluncuranipun taun 1984. ","Rancangan dari studi JET yang dikembangkan adalah JET2 (163 penumpang), yang kemudian menjadi Airbus seri S.A1/2/3, sebelum memberikan nama A320 pada saat peluncurannya tahun 1984. ","Desain Pasinaon Jet minangka jet2 (163 penumpang), banjur dadi Airbus S.A1/3 Series, kabeh jeneng A320 yaiku 1984."
1253,1253,"(Gelar punika pungkasanipun dhawah ing tangan garwa nomer tiga Perón, Isabel Perón, ingkang ironisipun ngupados niru Evita.) ","(Gelar ini akhirnya jatuh ke tangan istri ketiga Perón, Isabel Perón, yang ironisnya berusaha meniru Evita.) ","(Gelar kasebut pungkasane ana ing tangane garwa nomer telu, Isabel Perón, sing ironis nyoba niru Evita.)"
1254,1254,"Nalika tanggal 3 Juni 1956, Dhèwèké diangkat dadi Kepala Staf Panglima Wadya lan Teritorium IV Diponegoro ing Semarang. ","Pada 3 Juni 1956, ia diangkat menjadi Kepala Staf Panglima Tentara dan Teritorium IV Diponegoro di Semarang. ","Tanggal 3 Juni 1956, dheweke diangkat dadi panglima lan IV ing Semarang."
1255,1255,"Padatanipun nada ing piranti musik tradhisional Minang kalebet puput serunai inggih punika nada pentatonis ""do-re-mi-fa-sol"". ","Nada yang lazim pada alat musik tradisional Minang termasuk puput serunai adalah nada pentatonis ""do-re-mi-fa-sol"". ","Nada minangka piranti musik tradisional kalebu anak kirik yaiku nada pencatonik ""do-re-mi-fa-fa-sol."""
1256,1256,Disney wis menangaké 26 Academy Awards saka 59 nominasi. ,Ia telah memenangkan 26 Academy Awards dari 59 nominasi. ,Disney wis menang 26 Penghargaan Akademi saka 59 nominasi.
1257,1257,Inzagi uga nyetak 2 gol ing Piala Winners. ,Ia juga mencetak 2 gol di Piala Winners. ,Inzagi uga nyetak 2 gol ing piala Winner.
1258,1258,Sistem numerik kang paling prasaja ya iku Sistem numerik unary. ,Sistem numerik yang paling sederhana adalah Sistem numerik unary. ,Sistem nomer sing paling gampang yaiku sistem angka sing ora cocog.
1259,1259,"Adedasar studi ingkang dipunlampahi déning Stockholm Environmental Institute, A320 membakar 11,608 kilogram bahan bakar jet ing penerbangan antawis Los Angeles lan New York City, ingkang berkisar 77.4 kilogram per penumpang ing sebuah A320 kaliyan 150 kursi. ","Berdasarkan studi yang dilakukan oleh Stockholm Environmental Institute, A320 membakar 11,608 kilogram bahan bakar jet dalam penerbangan antara Los Angeles dan New York City, yang berkisar 77.4 kilogram per penumpang dalam sebuah A320 dengan 150 kursi. ","Sajrone Institut Institut Lingkungan Stockholm, A320 ora nyengkuyung 11,608 kilogram jet ing Los Angeles lan New York City, sing ditutup 77.4 kilogram saben penumpang ing A320 ing 1520 kursi."
1260,1260,"Nalika taun 1339, pasukan Majapahit teka ing Adityawarman ing rangka ngleksanakake Sumpah Palapa . ",Pada tahun 1339 datang pasukan Majapahit dipimpin Adityawarman dalam rangka pelaksanaan Sumpah Palapa. ,"Ing taun 1339, tim Majapahit teka ing Aditityawarman ing sumpah sumpah."
1261,1261,"Silvia Broome (Nicole Kidman) tuhu nyenengi gawéané minangka juru basa ing Perserikatan Bangsa-Bangsa (PBB), New York, Amérika Sarékat. ","Silvia Broome (Nicole Kidman) sangat menikmati pekerjaannya sebagai penerjemah untuk institusi internasional di Perserikatan Bangsa-Bangsa (PBB), New York, Amerika Serikat. ","Silvia Broome (Nicole Kidman) menyang China cukup interpaud ing Bangsa-Bangsa (PBB), New York, Amerika Serikat."
1262,1262,"""Gangnam Style"" uga dadi video K-pop kang paling akèh ditonton ing YouTube. ",Gangnam Style juga menjadi video K-pop yang paling banyak ditonton di Youtube. ,"""Gaya Gangnam"" uga video K-pop paling gedhe kanggo nonton ing YouTube."
1263,1263,"Gadis Bionik (1982), aktrise ya iku Eva Arnaz. ","Gadis Bionik (1982), dibintangi oleh Eva Arnaz. ","Bocah bionic (1982), aktor kasebut eva arnaz."
1264,1264,Jeneng taman Flevohof diwiwiti minangka taman pertanian ing ngendi kawruh perkotaan bisa digawe kanggo pertanian. ,Bawah nama Flevohof taman dimulai sebagai taman pertanian di mana pengetahuan perkotaan bisa membuat untuk pertanian. ,Jeneng Flevohoff diwiwiti minangka taman pertanian ing ngendi kekuatan digawe kanggo tetanèn.
1265,1265,Dhèwèké ngati-ati banget nalika ngriwayatake hadist Nabi. ,Ia bersikap sangat berhati-hati dalam meriwayatkan hadist Nabi. ,Dheweke ati-ati banget nalika lagi ana ing nabi.
1266,1266,"Bangladesh: Memper kaliyan Alu-tikki, nanging dipunparingi nama Alu-chop lan wonten ing satengahipun dipunisi kaliyan daging sapi. ","Bangladesh: Mirip dengan Alu-tikki, tetapi diberi nama Alu-chop dan di tengahnya diisi daging sapi. ","Bangladesh: Tansah wesi aloi, nanging diarani Al-chop lan ana ing tengah daging sapi."
